date,street,lat,lng,currentSpeed,freeFlowSpeed,confidence,roadClosure
2025-06-04T19:02,highwayTwo,34.0261335,-118.476072,8,21,1,false
2025-06-04T19:02,highwayTwo,34.0261335,-118.476072,8,21,1,false
2025-06-04T19:02,highwayTwo,34.0261335,-118.476072,8,21,1,false
2025-06-04T19:02,highwayTwo,34.0256252,-118.4778303,14,25,0.99,false
2025-06-04T19:02,highwayTwo,34.0256252,-118.4778303,14,25,0.99,false
2025-06-04T19:02,highwayTwo,34.0278022,-118.4741866,8,21,1,false
2025-06-04T19:02,highwayTwo,34.0349299,-118.463976,16,19,1,false
2025-06-04T19:02,highwayTwo,34.0405474,-118.4474101,9,13,0.982128,false
2025-06-04T19:02,willshireBlvd,34.0175624,-118.4964529,14,14,1,false
2025-06-04T19:02,willshireBlvd,34.0198166,-118.4942322,9,12,1,false
2025-06-04T19:02,willshireBlvd,34.0198166,-118.4942322,9,12,1,false
2025-06-04T19:02,willshireBlvd,34.0234562,-118.4886807,12,19,0.99,false
2025-06-04T19:02,willshireBlvd,34.0284915,-118.4833412,12,16,0.983345,false
2025-06-04T19:02,willshireBlvd,34.0337953,-118.4777273,14,17,0.99,false
2025-06-04T19:02,willshireBlvd,34.0472342,-118.4643287,14,14,1,false
2025-06-04T19:02,willshireBlvd,34.0513275,-118.4589269,22,30,1,false
2025-06-04T19:02,highwayTen,34.0176184,-118.481321,57,61,1,false
2025-06-04T19:02,highwayTen,34.0176184,-118.481321,57,61,1,false
2025-06-04T19:02,highwayTen,34.0192055,-118.476708,13,19,0.997596,false
2025-06-04T19:02,highwayTen,34.0260031,-118.4646028,68,68,1,false
2025-06-04T19:02,highwayTen,34.0296384,-118.4455725,68,68,1,false
2025-06-04T19:02,fourthSt,34.0196919,-118.4907066,18,26,1,false
2025-06-04T19:02,fourthSt,34.0174191,-118.4949884,8,11,0.99,false
2025-06-04T19:02,fourthSt,34.0151769,-118.4928233,8,12,1,false
2025-06-04T19:02,lincolnBlvd,34.021716,-118.4911839,7,17,1,false
2025-06-04T19:02,lincolnBlvd,34.020946,-118.4917534,7,17,1,false
2025-06-04T19:02,lincolnBlvd,34.0173022,-118.4889126,9,19,1,false
2025-06-04T19:02,fourteenthSt,34.0254804,-118.4863837,12,16,0.983345,false
2025-06-04T19:02,fourteenthSt,34.0254804,-118.486383,12,16,0.983345,false
2025-06-04T19:02,fourteenthSt,34.0261248,-118.4870393,14,17,1,false
2025-06-04T19:02,twentiethSt,34.0313657,-118.4814129,14,17,0.99,false
2025-06-04T19:02,twentiethSt,34.0313657,-118.4814129,14,17,0.99,false
2025-06-04T19:02,twentiethSt,34.0282196,-118.4786983,9,19,1,false
2025-06-04T19:02,twentieSixthSt,34.035359,-118.4775441,17,25,1,false
2025-06-04T19:02,twentieSixthSt,34.035359,-118.4775441,17,25,1,false
2025-06-04T19:02,twentieSixthSt,34.0315788,-118.4726944,15,24,1,false
2025-06-04T19:02,bundyDr,34.0430893,-118.463707,20,20,1,false
2025-06-04T19:02,bundyDr,34.0430893,-118.463707,20,20,1,false
2025-06-04T19:02,bundyDr,34.0353517,-118.4558876,19,30,1,false
2025-06-04T19:02,barringtonAve,34.0498258,-118.4608534,12,18,1,false
2025-06-04T19:02,barringtonAve,34.0456968,-118.4572626,14,20,1,false
2025-06-04T19:02,barringtonAve,34.0414742,-118.4543709,18,25,1,false
