date,street,lat,lng,currentSpeed,freeFlowSpeed,confidence,roadClosure
2025-06-09T09:32,highwayTwo,34.0261335,-118.476072,16,22,1,false
2025-06-09T09:32,highwayTwo,34.0261335,-118.476072,16,22,1,false
2025-06-09T09:32,highwayTwo,34.0261335,-118.476072,16,22,1,false
2025-06-09T09:32,highwayTwo,34.0256252,-118.4778303,14,24,0.995011,false
2025-06-09T09:32,highwayTwo,34.0256252,-118.4778303,14,24,0.995011,false
2025-06-09T09:32,highwayTwo,34.0278022,-118.4741866,16,22,1,false
2025-06-09T09:32,highwayTwo,34.0349299,-118.463976,19,22,1,false
2025-06-09T09:32,highwayTwo,34.0405474,-118.4474101,13,13,1,false
2025-06-09T09:32,willshireBlvd,34.0175624,-118.4964529,11,13,1,false
2025-06-09T09:32,willshireBlvd,34.0198166,-118.4942322,12,12,1,false
2025-06-09T09:32,willshireBlvd,34.0198166,-118.4942322,12,12,1,false
2025-06-09T09:32,willshireBlvd,34.0234562,-118.4886807,19,19,1,false
2025-06-09T09:32,willshireBlvd,34.0284915,-118.4833412,11,16,0.99,false
2025-06-09T09:32,willshireBlvd,34.0337953,-118.4777273,18,18,1,false
2025-06-09T09:32,willshireBlvd,34.0472342,-118.4643287,10,14,0.98,false
2025-06-09T09:32,willshireBlvd,34.0513275,-118.4589269,19,30,1,false
2025-06-09T09:32,highwayTen,34.0176184,-118.481321,61,61,1,false
2025-06-09T09:32,highwayTen,34.0176184,-118.481321,61,61,1,false
2025-06-09T09:32,highwayTen,34.0192055,-118.476708,13,19,0.996465,false
2025-06-09T09:32,highwayTen,34.0260031,-118.4646028,51,68,1,false
2025-06-09T09:32,highwayTen,34.0296384,-118.4455725,51,68,1,false
2025-06-09T09:32,fourthSt,34.0196919,-118.4907066,19,26,1,false
2025-06-09T09:32,fourthSt,34.0174191,-118.4949884,11,11,1,false
2025-06-09T09:32,fourthSt,34.0151769,-118.4928233,10,12,1,false
2025-06-09T09:32,lincolnBlvd,34.021716,-118.4911839,17,17,1,false
2025-06-09T09:32,lincolnBlvd,34.020946,-118.4917534,17,17,1,false
2025-06-09T09:32,lincolnBlvd,34.0173022,-118.4889126,9,18,1,false
2025-06-09T09:32,fourteenthSt,34.0254804,-118.4863837,11,16,0.99,false
2025-06-09T09:32,fourteenthSt,34.0254804,-118.486383,11,16,0.99,false
2025-06-09T09:32,fourteenthSt,34.0261248,-118.4870393,10,17,0.983918,false
2025-06-09T09:32,twentiethSt,34.0313657,-118.4814129,18,18,1,false
2025-06-09T09:32,twentiethSt,34.0313657,-118.4814129,18,18,1,false
2025-06-09T09:32,twentiethSt,34.0282196,-118.4786983,9,19,1,false
2025-06-09T09:32,twentieSixthSt,34.035359,-118.4775441,17,25,1,false
2025-06-09T09:32,twentieSixthSt,34.035359,-118.4775441,17,25,1,false
2025-06-09T09:32,twentieSixthSt,34.0315788,-118.4726944,14,24,1,false
2025-06-09T09:32,bundyDr,34.0430893,-118.463707,21,23,1,false
2025-06-09T09:32,bundyDr,34.0430893,-118.463707,21,23,1,false
2025-06-09T09:32,bundyDr,34.0353517,-118.4558876,19,29,1,false
2025-06-09T09:32,barringtonAve,34.0498258,-118.4608534,13,18,1,false
2025-06-09T09:32,barringtonAve,34.0456968,-118.4572626,14,21,1,false
2025-06-09T09:32,barringtonAve,34.0414742,-118.4543709,21,25,1,false
